題號,模式,範圍,題目,選擇題,答案,官方解釋,教師解釋
B844,基礎模式,科目二（01）生成式 AI 基礎技術,生成式 AI 部署後，需持續進行下列何項工作？,（A）監控與更新；（B）降壓處理；（C）重新安裝硬體；（D）封鎖用戶,A｜監控與更新,生成式 AI 系統部署後，仍需持續進行模型監控（Monitoring）、效能評估、安全檢查、內容品質檢視與必要的更新或重新訓練。由於使用者行為、資料分布、模型風險與應用需求可能隨時間改變，因此部署後的持續監控與更新是維持系統可靠性與安全性的重要工作。,可以把生成式 AI 上線想成「不是做完就放著不管，而是開始進入長期維護階段」。例如上線後可能發現模型開始產生較多錯誤回答、不當內容，或使用者需求改變，這時就要持續監控並調整模型、規則或資料。重新安裝硬體、降壓處理或直接封鎖使用者都不是一般部署後的核心維運工作。**部署後＋持續監控表現與風險＋必要時更新＝生成式 AI 的長期維運。**所以答案是（A）。
B845,基礎模式,科目二（01）生成式 AI 基礎技術,大型語言模型可處理的輸入長度限制，通常稱為下列何者？,（A）上下文長度；（B）輸出限制；（C）資料封包；（D）記憶體配額,A｜上下文長度,大型語言模型能一次納入並處理的輸入資訊範圍，通常稱為上下文長度（Context Length）或上下文視窗（Context Window）。它通常以 Token 數量衡量，決定模型在單次互動中能同時參考多少文字或其他輸入內容；超出上下文長度後，模型便無法在同一次推理中完整保留所有資訊。,可以把 Context Length 想成「AI 一次能攤在桌面上同時閱讀多少內容」。例如某模型可處理 128K Tokens，就代表它一次能把相當長的對話、文章或文件放進同一個上下文中一起參考。這不是輸出長度，也不是硬體記憶體容量本身。**一次能處理多少 Token＝Context Length／Context Window。**所以答案是（A）。
B846,基礎模式,科目二（01）生成式 AI 基礎技術,Transformer 架構相較傳統序列模型的重要特色之一是什麼？,（A）只能處理固定大小圖片；（B）以注意力機制捕捉序列中不同位置的關聯；（C）完全不需要訓練資料；（D）只能在單一 CPU 上運作,B｜以注意力機制捕捉序列中不同位置的關聯,Transformer 相較傳統 RNN、LSTM 等序列模型的重要特色之一，是利用注意力機制（Attention Mechanism），尤其是自注意力（Self-Attention），直接計算序列中不同位置之間的關聯與重要性。這使模型能有效捕捉長距離依賴，也能較傳統循環式架構進行更多平行化運算。,可以把 Transformer 想成「不用一個字一個字慢慢往後傳，而是可以直接看哪些位置彼此最有關係」。例如文章開頭提到某個人物，後面隔了很長一段才出現「他」，Self-Attention 仍能直接建立兩者的關聯。它不是只能處理圖片，也不是不需要訓練資料，更不限制只能用單一 CPU。**Attention＋直接建立不同位置關聯＋捕捉長距離資訊＝Transformer 的重要特色。**所以答案是（B）。
B847,基礎模式,科目二（01）生成式 AI 基礎技術,「生成式 AI」與「鑑別式 AI」主要差別為何？,（A）生成式用於分類，鑑別式用於生成；（B）生成式用於生成內容，鑑別式用於判別或分類；（C）兩者沒有差別；（D）僅技術實作不同,B｜生成式用於生成內容，鑑別式用於判別或分類,生成式 AI（Generative AI）主要學習資料的分布與結構，並據此產生新的文字、影像、音訊或其他內容；鑑別式 AI（Discriminative AI）則主要學習不同類別之間的決策邊界，用來判斷輸入屬於哪一類或預測特定結果。因此兩者的核心差異在於「生成新內容」與「進行判別／分類」。,可以把兩者想成「一個負責創作，一個負責判斷」。例如生成式 AI 可以寫文章、畫圖片、作曲；鑑別式 AI 則比較像老師改考卷，要判斷這封信是不是垃圾郵件、這張影像是不是肺炎、這筆交易是不是詐欺。選項（A）把兩者功能完全顛倒了。**產生新內容＝Generative AI；判別類別或結果＝Discriminative AI。**所以答案是（B）。
B848,基礎模式,科目二（01）生成式 AI 基礎技術,Transformer 架構的主要優勢為何？,（A）只能處理短序列；（B）並行運算與強大的長距離依賴建模；（C）必須使用卷積層；（D）不適用於 NLP,B｜並行運算與強大的長距離依賴建模,Transformer 的主要優勢之一，是透過 Self-Attention 機制直接建立序列中不同位置之間的關聯，因此能有效捕捉長距離依賴（Long-range Dependencies）；同時因為不必像傳統 RNN 一樣逐步循環處理序列，具有較佳的平行運算能力。這也是 Transformer 能廣泛應用於大型語言模型與 NLP 任務的重要原因。,可以把 Transformer 想成「既能一次看很多地方，又能把相隔很遠的資訊直接連起來」。傳統 RNN 通常要按照順序一個 Token 一個 Token 往後處理，而 Transformer 的 Self-Attention 可以同時分析不同 Token 之間的關係，所以更適合平行運算，也更能處理長篇文字中的前後關聯。它不需要依賴卷積層，而且正是現代 NLP 的核心架構之一。**Parallelization＋Self-Attention＋Long-range Dependencies＝Transformer 的主要優勢。**所以答案是（B）。
B849,基礎模式,科目二（01）生成式 AI 基礎技術,Tokenization（斷詞/分詞）的主要目的為何？,（A）壓縮檔案；（B）將文本切成模型可處理的最小單位；（C）提升圖像品質；（D）加速網路傳輸,B｜將文本切成模型可處理的最小單位,Tokenization（斷詞／分詞）是將原始文本切分成模型可以處理的基本單位 Token，例如完整單字、子詞（Subword）、中文字元或標點符號等，再將這些 Token 轉換成模型可運算的數值表示。它是自然語言處理與大型語言模型進行文字輸入處理的重要前置步驟，並非用來壓縮檔案、改善圖片品質或加速網路傳輸。,可以把 Tokenization 想成「先把一句話切成 AI 看得懂的一小塊一小塊，再交給模型處理」。例如英文單字可能被拆成完整單字或數個 Subword，中文則可能依 Tokenizer 被切成單字、字元或詞片段。模型不會直接把整篇文章當成一個巨大單位處理，而是先進行 Tokenization。**文字輸入＋切成 Token＋轉成模型可處理單位＝Tokenization。**所以答案是（B）。
B850,基礎模式,科目二（01）生成式 AI 基礎技術,大型語言模型（LLM）最擅長的任務屬於哪一類？,（A）圖像語義分割；（B）文本生成與語言理解；（C）低層硬體控制；（D）影片編碼,B｜文本生成與語言理解,"大型語言模型（Large Language Model, LLM）的核心能力是學習大量語言資料中的語意、語法與上下文關係，因此特別擅長文本生成（Text Generation）與自然語言理解（Natural Language Understanding）相關任務，例如問答、摘要、翻譯、文章生成與資訊抽取等。影像語意分割、低階硬體控制及影片編碼則不是傳統 LLM 的主要任務。",可以把 LLM 想成「專門大量學習人類語言後，會讀、會理解，也會寫的模型」。例如你給它一篇長文章，它可以摘要重點；問一個問題，它可以理解上下文並生成回答；也能協助翻譯或撰寫文字。影像分割主要屬於 Computer Vision，影片編碼與硬體控制也不是 LLM 最擅長的核心領域。**理解文字＋根據上下文產生文字＝LLM 的核心能力。**所以答案是（B）。
B851,基礎模式,科目二（01）生成式 AI 基礎技術,影響生成式模型回應多樣性的一個常見參數為何？,（A）學習率；（B）溫度（temperature）；（C）批次大小；（D）層數,B｜溫度（temperature）,在生成式模型的推論階段，溫度（Temperature）是常用來控制輸出隨機性與多樣性的參數。Temperature 會調整下一個 Token 的機率分布；較低的溫度使機率集中於高機率選項，輸出較穩定一致，較高的溫度則使機率分布較平坦，增加不同 Token 被選中的機會，使內容更具變化。學習率、批次大小與模型層數主要屬於模型訓練或架構相關設定。,可以把 Temperature 想成「控制 AI 回答要多保守，還是多有變化」。溫度低時，模型比較常挑最可能的字，所以同一問題多問幾次，回答通常比較一致；溫度提高後，比較不常見的 Token 也有更多機會被選到，因此內容通常更有創意、更多樣，但也可能比較不穩定。**低 Temperature＝穩定保守；高 Temperature＝隨機多樣。**所以答案是（B）。
B852,基礎模式,科目二（01）生成式 AI 基礎技術,GAN（生成對抗網路）由哪兩部分組成？,（A）編碼器與解碼器；（B）生成器與判別器；（C）輸入層與輸出層；（D）特徵提取器與分類器,B｜生成器與判別器,GAN（Generative Adversarial Network，生成對抗網路）主要由生成器（Generator）與判別器（Discriminator）兩個神經網路組成。生成器負責產生接近真實資料分布的新樣本，判別器則負責判斷輸入是真實資料還是生成資料，兩者透過對抗式訓練互相提升能力。,可以把 GAN 想成「一個負責造假，一個負責抓假貨」。Generator 不斷產生假的圖片或其他資料，Discriminator 則判斷它到底是真實資料還是 AI 生成的；生成器為了騙過判別器，就會逐漸把內容做得更逼真。（A）的 Encoder＋Decoder 比較典型地出現在 Autoencoder。**Generator 負責生成＋Discriminator 負責判別＝GAN。**所以答案是（B）。
B853,基礎模式,科目二（01）生成式 AI 基礎技術,擴散模型（Diffusion Model）常用於下列何項應用？,（A）高品質影像生成；（B）即時控制系統；（C）資料庫查詢；（D）排程系統,A｜高品質影像生成,擴散模型（Diffusion Model）是一類常見的生成式模型，核心概念是學習從加入雜訊的資料中逐步進行去雜訊（Denoising），最後由隨機雜訊生成符合資料分布的新內容。此技術特別常見於高品質影像生成、文字生成影像與影像編輯，因此在題目選項中以高品質影像生成最為符合。,可以把 Diffusion Model 想成「從一團雜訊開始，一步一步把真正的畫面生成出來」。例如輸入「夕陽下的城市街景」，模型會從隨機雜訊逐步去除不需要的部分，最後形成一張新的完整圖片。即時控制、資料庫查詢與排程系統都不是擴散模型最典型的用途。**隨機雜訊＋逐步 Denoising＋生成新圖片＝Diffusion Model。**所以答案是（A）。
